k,span_id,score,tp,fp,precision,recall
0,,1.0,0,0,1.0,0.0
1,NIST AI RMF profiles_removed/measure-2-2/sent_0002,0.6061582003610989,1,0,1.0,0.030303030303030304
2,NIST AI RMF profiles_removed/ms-1-1-006/sent_0003,0.5994152046783626,2,0,1.0,0.06060606060606061
3,NIST AI RMF profiles_removed/map-5-2/sent_0001,0.4658730158730159,3,0,1.0,0.09090909090909091
4,NIST AI RMF profiles_removed/map-4-1/sent_0003,0.4444444444444444,4,0,1.0,0.12121212121212122
5,NIST AI RMF profiles_removed/mp-2-3-002/sent_0001,0.42830687830687825,5,0,1.0,0.15151515151515152
6,NIST AI RMF profiles_removed/map-2-1/sent_0002,0.42703886152162013,6,0,1.0,0.18181818181818182
7,NIST AI RMF profiles_removed/map-4-1/sent_0002,0.40791826309067686,7,0,1.0,0.21212121212121213
8,NIST AI RMF profiles_removed/mp-2-3-002/sent_0002,0.4059964726631393,8,0,1.0,0.24242424242424243
9,NIST AI RMF profiles_removed/map-2-1/sent_0001,0.4029982363315696,9,0,1.0,0.2727272727272727
10,NIST AI RMF profiles_removed/mp-1-1-002/sent_0001,0.39153439153439157,10,0,1.0,0.30303030303030304
11,NIST AI RMF profiles_removed/map-4-1/sent_0001,0.3817663817663818,11,0,1.0,0.3333333333333333
12,NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,0.35802469135802467,12,0,1.0,0.36363636363636365
13,NIST AI RMF profiles_removed/measure-2-7/sent_0003,0.3556878306878307,13,0,1.0,0.3939393939393939
14,NIST AI RMF profiles_removed/mp-4-1-010/sent_0003,0.34444444444444444,14,0,1.0,0.42424242424242425
15,NIST AI RMF profiles_removed/measure-2-7/sent_0002,0.3134920634920635,15,0,1.0,0.45454545454545453
16,NIST AI RMF profiles_removed/measure-2-7/sent_0001,0.2962962962962963,16,0,1.0,0.48484848484848486
17,NIST AI RMF profiles_removed/mp-2-3-002/sent_0003,0.28518518518518515,17,0,1.0,0.5151515151515151
18,NIST AI RMF profiles_removed/ms-2-3-004/sent_0002,0.28125,18,0,1.0,0.5454545454545454
19,NIST AI RMF profiles_removed/measure-2-6/sent_0001,0.2807017543859649,19,0,1.0,0.5757575757575758
20,NIST AI RMF profiles_removed/ms-1-1-006/sent_0001,0.2680311890838207,20,0,1.0,0.6060606060606061
21,NIST AI RMF profiles_removed/measure-2-6/sent_0002,0.266794380587484,21,0,1.0,0.6363636363636364
22,NIST AI RMF profiles_removed/ms-2-3-004/sent_0001,0.26443268665490893,22,0,1.0,0.6666666666666666
23,NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,0.256006006006006,23,0,1.0,0.696969696969697
24,NIST AI RMF profiles_removed/map-5-2/sent_0002,0.24444444444444446,24,0,1.0,0.7272727272727273
25,NIST AI RMF profiles_removed/gv-6-2-003/sent_0001,0.0,25,0,1.0,0.7575757575757576
